lon,lat,elev_m,bouguer_mGal,acc_raw,local_x_perp_m,local_y_along_m
131.227252,-25.829137,601.2,-138.418,6.00,19426.7,421114.2
131.227503,-25.838317,602.4,-137.781,6.00,18405.9,421139.3
131.228393,-25.847157,602.5,-137.533,6.00,17423.0,421228.3
131.228203,-25.855927,606.0,-136.107,6.00,16447.8,421209.3
131.227353,-25.864137,607.3,-135.878,6.00,15534.9,421124.3
131.228613,-25.874007,608.4,-135.710,6.00,14437.4,421250.2
131.228863,-25.882707,611.3,-135.992,6.00,13470.0,421275.2
131.228373,-25.891487,613.7,-135.029,6.00,12493.7,421226.3
131.222923,-25.898797,617.0,-134.608,6.00,11680.9,420681.6
131.218033,-25.906597,619.6,-134.360,6.00,10813.5,420192.9
131.213014,-25.914927,621.9,-133.893,6.00,9887.3,419691.3
131.212774,-25.922638,622.0,-133.204,6.00,9029.9,419667.3
131.212494,-25.930778,622.0,-132.732,6.00,8124.7,419639.3
131.215474,-25.940938,623.9,-132.616,6.00,6995.0,419937.2
131.216204,-25.949468,620.5,-132.904,6.00,6046.5,420010.1
131.217514,-25.958648,623.9,-131.846,6.00,5025.7,420141.0
131.218604,-25.967108,625.0,-130.672,6.00,4085.0,420250.0
131.220364,-25.975898,627.6,-130.053,6.00,3107.6,420425.9
131.221544,-25.985198,632.5,-129.378,6.00,2073.5,420543.8
131.223634,-25.994178,633.9,-128.907,6.00,1075.0,420752.7
131.225704,-25.998578,636.1,-128.490,6.00,585.7,420959.5
131.222752,-25.743957,585.8,-133.536,6.00,28898.3,420664.5
131.220342,-25.735997,582.0,-133.021,6.00,29783.4,420423.7
131.220281,-25.727367,578.2,-133.689,6.00,30743.0,420417.6
131.219291,-25.717987,578.6,-135.411,6.00,31786.0,420318.6
131.215141,-25.710197,578.7,-134.664,6.00,32652.2,419903.9
131.215911,-25.701097,576.8,-134.989,6.00,33664.1,419980.8
131.217051,-25.692667,575.7,-134.312,6.00,34601.5,420094.8
131.216581,-25.684096,575.0,-132.086,6.00,35554.5,420047.8
131.213991,-25.674296,573.2,-131.310,6.00,36644.2,419788.9
131.211791,-25.666046,572.4,-129.789,6.00,37561.6,419569.1
131.209961,-25.663376,572.6,-129.302,6.00,37858.5,419386.2
131.208121,-25.660696,571.3,-128.876,6.00,38156.5,419202.3
131.204631,-25.658306,571.1,-128.723,6.00,38422.2,418853.5
131.201791,-25.656337,569.4,-128.414,6.00,38641.2,418569.7
131.199931,-25.653557,569.0,-127.632,6.00,38950.3,418383.8
131.200661,-25.650106,569.1,-126.140,6.00,39334.0,418456.8
131.201621,-25.646766,568.6,-125.474,6.00,39705.4,418552.7
131.202431,-25.643266,570.6,-124.522,6.00,40094.6,418633.7
131.201791,-25.640676,567.5,-123.419,6.00,40382.6,418569.7
131.199181,-25.637896,566.4,-122.825,6.00,40691.7,418308.9
131.199261,-25.633986,565.7,-121.579,6.00,41126.5,418316.9
131.198671,-25.630776,565.2,-120.509,6.00,41483.4,418257.9
131.197821,-25.626976,565.6,-119.756,6.00,41906.0,418172.9
131.195830,-25.624006,564.8,-118.575,6.00,42236.2,417974.0
131.194270,-25.621056,564.5,-117.273,6.00,42564.2,417818.1
131.193440,-25.617716,564.0,-116.058,6.00,42935.6,417735.1
131.192060,-25.614286,564.5,-114.583,6.00,43317.0,417597.2
131.192310,-25.610486,562.2,-113.523,6.00,43739.6,417622.2
131.192320,-25.606656,562.0,-112.617,6.00,44165.5,417623.2
131.191270,-25.603706,561.5,-111.642,6.00,44493.5,417518.3
131.192730,-25.600186,561.2,-110.953,6.00,44884.9,417664.2
131.193620,-25.596496,560.3,-110.784,6.00,45295.2,417753.1
131.194320,-25.593326,560.5,-110.085,6.00,45647.7,417823.1
131.196500,-25.590146,558.5,-109.499,6.00,46001.3,418040.9
131.198260,-25.586976,559.0,-109.060,6.00,46353.8,418216.8
131.199730,-25.584056,558.8,-108.840,6.00,46678.5,418363.7
131.200800,-25.580266,558.3,-108.145,6.00,47099.9,418470.7
131.201330,-25.576696,557.4,-107.791,6.00,47496.9,418523.6
131.202600,-25.573306,557.5,-107.258,6.00,47873.8,418650.6
131.203930,-25.569776,555.9,-106.893,6.00,48266.3,418783.5
131.204990,-25.566386,548.4,-108.171,6.00,48643.3,418889.4
131.205400,-25.563486,556.4,-106.739,6.00,48965.7,418930.4
131.204870,-25.559096,555.4,-107.288,6.00,49453.9,418877.4
131.205420,-25.556086,556.6,-107.013,6.00,49788.6,418932.4
131.631121,-25.998174,670.6,-127.388,6.00,630.6,461476.1
131.630921,-25.989154,676.4,-128.107,6.00,1633.6,461456.1
131.962607,-25.873221,571.8,-124.368,6.00,14524.8,494604.2
131.720499,-25.862963,606.7,-133.443,6.00,15665.4,470408.4
131.638420,-25.937944,649.2,-131.735,6.00,7327.9,462205.6
131.618161,-25.955694,651.0,-130.727,6.00,5354.2,460180.9
131.714628,-25.742142,564.1,-136.680,6.00,29100.1,469821.6
131.732747,-25.719692,559.1,-133.196,6.00,31596.4,471632.4
131.746299,-25.883073,606.8,-133.916,6.00,13429.3,472986.8
131.712089,-25.863783,604.4,-132.757,6.00,15574.2,469567.9
131.863298,-25.859571,586.9,-131.184,6.00,16042.6,484679.4
131.784299,-25.894232,612.7,-131.912,6.00,12188.5,476784.4
130.637816,-25.742292,673.9,-117.726,6.00,29083.4,362207.1
130.644166,-25.737582,670.2,-117.625,6.00,29607.1,362841.7
130.652726,-25.738612,669.5,-117.602,6.00,29492.6,363697.2
130.660666,-25.733542,663.7,-117.245,6.00,30056.4,364490.7
130.669166,-25.729812,658.9,-118.475,6.00,30471.1,365340.2
130.677216,-25.727271,656.9,-118.652,6.00,30753.7,366144.7
130.688916,-25.728181,657.2,-117.986,6.00,30652.5,367314.0
130.697415,-25.727751,654.9,-118.247,6.00,30700.3,368163.3
130.707655,-25.726891,653.7,-118.355,6.00,30795.9,369186.7
130.716885,-25.727281,652.6,-119.179,6.00,30752.6,370109.1
130.726595,-25.725851,648.0,-120.334,6.00,30911.6,371079.5
130.735995,-25.724891,646.7,-121.468,6.00,31018.3,372019.0
130.746525,-25.724951,657.4,-121.987,6.00,31011.6,373071.3
130.757425,-25.724931,647.4,-122.950,6.00,31013.9,374160.6
130.766985,-25.723441,645.6,-123.251,6.00,31179.6,375116.0
130.777295,-25.722801,635.6,-123.943,6.00,31250.7,376146.4
130.786325,-25.722210,631.8,-124.630,6.00,31316.4,377048.8
130.795625,-25.721370,629.8,-125.068,6.00,31409.8,377978.3
130.804675,-25.719560,626.7,-124.709,6.00,31611.1,378882.7
130.813364,-25.714640,631.1,-124.166,6.00,32158.2,379751.1
130.819864,-25.709740,629.4,-123.883,6.00,32703.0,380400.7
130.829354,-25.706980,633.9,-124.196,6.00,33009.9,381349.1
130.945044,-25.784699,637.7,-130.218,6.00,24368.0,392910.9
130.945134,-25.775309,631.2,-130.345,6.00,25412.1,392919.9
130.943254,-25.766579,632.8,-129.706,6.00,26382.8,392732.0
130.941324,-25.758359,630.3,-129.710,6.00,27296.8,392539.1
130.936634,-25.749839,629.8,-128.595,6.00,28244.2,392070.4
130.932454,-25.742579,633.1,-127.859,6.00,29051.5,391652.7
130.930724,-25.734069,633.7,-127.508,6.00,29997.8,391479.8
130.929704,-25.725319,629.6,-127.397,6.00,30970.7,391377.9
130.930414,-25.716369,626.0,-126.830,6.00,31965.9,391448.8
130.930273,-25.706919,618.4,-126.334,6.00,33016.7,391434.7
130.932783,-25.699679,610.2,-126.289,6.00,33821.8,391685.6
130.934033,-25.695959,608.0,-126.356,6.00,34235.4,391810.5
130.935283,-25.692359,603.9,-126.696,6.00,34635.7,391935.4
130.938233,-25.684419,604.3,-127.076,6.00,35518.6,392230.2
130.941333,-25.676289,601.9,-126.347,6.00,36422.6,392540.0
130.944473,-25.667469,601.8,-124.902,6.00,37403.4,392853.8
130.946463,-25.663349,596.3,-125.294,6.00,37861.5,393052.7
130.633046,-25.749202,679.1,-119.259,6.00,28315.1,361730.4
130.628306,-25.756802,682.9,-119.338,6.00,27470.0,361256.7
130.621526,-25.762132,687.6,-119.532,6.00,26877.3,360579.1
130.619537,-25.771052,693.2,-120.402,6.00,25885.5,360380.4
130.615407,-25.779242,698.9,-121.276,6.00,24974.8,359967.6
130.610657,-25.786802,698.8,-123.182,6.00,24134.1,359492.9
130.606567,-25.794762,720.8,-122.414,6.00,23249.0,359084.2
130.608837,-25.802102,720.6,-123.270,6.00,22432.8,359311.0
130.609897,-25.809862,720.1,-123.010,6.00,21570.0,359417.0
130.606417,-25.816943,710.2,-122.826,6.00,20782.6,359069.2
130.602947,-25.824083,708.0,-123.077,6.00,19988.7,358722.4
130.597317,-25.831023,706.0,-122.683,6.00,19217.0,358159.7
130.590067,-25.834703,702.7,-122.127,6.00,18807.8,357435.2
130.580528,-25.838633,706.1,-121.900,6.00,18370.8,356481.9
130.572778,-25.842733,704.1,-121.539,6.00,17914.9,355707.4
130.563988,-25.847003,696.3,-120.449,6.00,17440.1,354828.9
130.555818,-25.851543,694.4,-119.475,6.00,16935.3,354012.4
130.549238,-25.858443,687.9,-118.616,6.00,16168.0,353354.8
130.541218,-25.862483,679.0,-118.092,6.00,15718.8,352553.3
130.533188,-25.866533,675.9,-116.665,6.00,15268.4,351750.8
130.525168,-25.870563,670.8,-115.652,6.00,14820.3,350949.3
130.515618,-25.874924,671.5,-115.540,6.00,14335.4,349994.9
130.509259,-25.880874,666.2,-115.435,6.00,13673.8,349359.4
130.504169,-25.887794,666.8,-114.880,6.00,12904.3,348850.7
130.498149,-25.895594,664.1,-114.115,6.00,12037.0,348249.1
130.492439,-25.902474,662.3,-111.868,6.00,11272.0,347678.4
130.489009,-25.910834,658.7,-112.325,6.00,10342.4,347335.6
130.484039,-25.918314,658.9,-112.439,6.00,9510.7,346839.0
130.481329,-25.925504,654.8,-112.714,6.00,8711.2,346568.1
130.478229,-25.933434,653.6,-112.266,6.00,7829.4,346258.3
130.472310,-25.941824,650.1,-111.585,6.00,6896.5,345666.8
130.468790,-25.950284,651.3,-110.549,6.00,5955.8,345315.0
130.464950,-25.956734,651.3,-109.637,6.00,5238.6,344931.2
130.460020,-25.965895,650.2,-109.430,6.00,4219.9,344438.5
130.458800,-25.974375,647.8,-108.486,6.00,3277.0,344316.6
130.455180,-25.982695,646.4,-106.674,6.00,2351.8,343954.8
130.450230,-25.990085,642.0,-105.497,6.00,1530.1,343460.2
130.444260,-25.996455,646.9,-105.417,6.00,821.8,342863.5
130.434310,-25.996445,651.2,-104.062,6.00,822.9,341869.1
130.426840,-25.998475,649.9,-103.655,6.00,597.2,341122.6
130.416341,-25.998535,653.9,-100.351,6.00,590.5,340073.3
130.406231,-25.997675,654.9,-99.713,6.00,686.1,339063.0
130.971391,-25.555228,583.5,-106.902,6.00,49884.0,395544.0
130.971852,-25.559758,584.5,-107.475,6.00,49380.3,395590.0
130.972432,-25.564478,579.2,-109.182,6.00,48855.4,395648.0
130.973562,-25.567838,578.1,-110.646,6.00,48481.8,395760.9
130.976012,-25.571748,577.1,-111.348,6.00,48047.0,396005.8
130.979062,-25.573958,578.3,-111.505,6.00,47801.3,396310.6
130.978932,-25.578338,578.2,-113.622,6.00,47314.3,396297.6
130.979362,-25.583098,580.1,-114.700,6.00,46785.0,396340.6
130.979772,-25.587858,585.6,-115.555,6.00,46255.7,396381.6
130.976682,-25.590558,580.1,-116.099,6.00,45955.5,396072.7
130.973592,-25.593258,581.1,-115.833,6.00,45655.2,395763.9
130.970502,-25.595948,584.5,-116.347,6.00,45356.1,395455.1
130.970542,-25.600088,583.5,-118.277,6.00,44895.8,395459.1
130.969642,-25.604788,587.3,-119.501,6.00,44373.2,395369.2
130.968982,-25.608758,585.8,-120.968,6.00,43931.7,395303.2
130.968882,-25.613198,586.5,-122.758,6.00,43438.0,395293.2
130.968782,-25.617628,587.1,-123.948,6.00,42945.4,395283.2
130.966562,-25.621128,588.0,-123.846,6.00,42556.2,395061.4
130.964352,-25.624618,590.7,-123.799,6.00,42168.2,394840.5
130.961642,-25.628779,591.0,-124.268,6.00,41705.5,394569.7
130.960342,-25.632429,592.5,-124.216,6.00,41299.6,394439.8
130.958592,-25.636119,592.5,-124.671,6.00,40889.3,394264.9
130.955983,-25.640339,593.1,-123.767,6.00,40420.1,394004.1
130.954243,-25.644549,594.9,-124.346,6.00,39951.9,393830.2
130.951803,-25.647769,593.8,-124.562,6.00,39593.9,393586.4
130.950423,-25.651999,597.0,-124.294,6.00,39123.5,393448.5
130.948733,-25.656479,597.4,-124.434,6.00,38625.4,393279.6
130.947143,-25.660549,596.3,-124.957,6.00,38172.8,393120.7
130.936463,-25.659919,598.5,-124.122,6.00,38242.9,392053.3
130.926543,-25.660389,600.1,-122.913,6.00,38190.6,391062.0
130.917843,-25.661999,601.8,-123.461,6.00,38011.6,390192.5
130.908253,-25.665169,604.5,-123.447,6.00,37659.1,389234.1
130.900163,-25.668889,606.0,-122.803,6.00,37245.5,388425.6
130.893683,-25.675189,611.5,-122.345,6.00,36544.9,387778.0
130.885043,-25.678379,609.4,-123.162,6.00,36190.2,386914.5
130.875604,-25.681510,610.0,-123.555,6.00,35842.1,385971.2
130.866394,-25.681080,610.2,-122.841,6.00,35889.9,385050.8
130.857154,-25.683850,611.3,-122.478,6.00,35581.9,384127.3
130.851294,-25.691660,616.4,-123.295,6.00,34713.4,383541.7
130.842504,-25.695170,623.4,-123.361,6.00,34323.1,382663.3
130.835384,-25.699960,629.5,-123.005,6.00,33790.5,381951.7
130.952284,-25.778769,632.6,-130.404,6.00,25027.4,393634.5
130.957054,-25.783499,628.3,-130.712,6.00,24501.4,394111.2
130.961814,-25.788219,628.6,-130.585,6.00,23976.6,394586.9
130.965834,-25.796629,631.1,-131.089,6.00,23041.4,394988.6
130.969844,-25.805029,638.9,-131.740,6.00,22107.4,395389.4
130.975054,-25.812109,643.2,-132.649,6.00,21320.1,395910.0
130.980094,-25.819209,649.9,-132.742,6.00,20530.6,396413.7
130.989304,-25.815539,658.1,-132.728,6.00,20938.7,397334.2
130.991434,-25.811959,661.6,-132.465,6.00,21336.8,397547.0
130.995584,-25.809089,655.5,-132.123,6.00,21655.9,397961.8
131.000614,-25.807449,649.6,-131.980,6.00,21838.3,398464.5
131.004484,-25.805069,649.1,-131.342,6.00,22102.9,398851.2
131.013624,-25.803289,643.1,-130.037,6.00,22300.9,399764.7
131.021794,-25.807499,640.8,-130.467,6.00,21832.7,400581.2
131.028924,-25.814139,643.2,-131.533,6.00,21094.4,401293.7
131.038624,-25.817819,642.4,-131.918,6.00,20685.2,402263.1
131.044754,-25.824079,645.5,-133.166,6.00,19989.1,402875.7
131.051544,-25.830339,644.9,-133.835,6.00,19293.0,403554.3
131.058354,-25.837089,647.8,-134.556,6.00,18542.5,404234.9
131.065984,-25.843219,652.3,-134.662,6.00,17860.8,404997.4
131.073084,-25.849118,652.1,-135.345,6.00,17204.9,405707.0
131.080294,-25.854758,655.9,-134.968,6.00,16577.8,406427.5
131.088424,-25.860818,658.8,-134.581,6.00,15903.9,407240.0
131.096344,-25.865258,661.7,-134.027,6.00,15410.2,408031.5
131.102954,-25.871788,665.3,-134.191,6.00,14684.1,408692.1
131.110214,-25.878558,660.4,-134.006,6.00,13931.3,409417.7
131.116454,-25.884848,658.2,-134.092,6.00,13231.9,410041.3
131.123594,-25.892088,654.8,-134.374,6.00,12426.9,410754.8
131.131874,-25.891928,646.5,-134.993,6.00,12444.7,411582.3
131.141264,-25.889388,640.8,-135.341,6.00,12727.1,412520.8
131.149414,-25.883928,638.0,-135.444,6.00,13334.2,413335.2
131.157544,-25.878478,634.3,-135.542,6.00,13940.2,414147.7
131.166123,-25.876318,631.4,-135.557,6.00,14180.4,415005.1
131.175123,-25.873008,625.4,-136.057,6.00,14548.5,415904.6
131.183163,-25.868028,622.1,-137.065,6.00,15102.2,416708.1
131.193483,-25.864427,618.0,-138.503,6.00,15502.6,417739.4
131.201283,-25.861557,619.2,-137.667,6.00,15821.8,418518.9
131.212303,-25.859957,620.6,-137.454,6.00,15999.7,419620.3
131.221403,-25.861487,608.6,-137.051,6.00,15829.5,420529.7
131.228933,-25.860887,603.8,-136.768,6.00,15896.3,421282.2
130.931474,-25.725569,626.2,-127.799,6.00,30942.9,391554.7
130.645926,-25.747452,685.4,-119.029,6.00,28509.7,363017.6
130.646026,-25.747092,685.1,-118.458,6.00,28549.7,363027.6
131.380883,-25.996976,658.9,-128.916,6.00,763.8,436467.8
131.372153,-25.997676,652.4,-129.441,6.00,686.0,435595.4
131.661820,-25.916743,626.2,-135.008,6.00,9685.4,464544.1
131.655470,-25.923514,631.0,-134.101,6.00,8932.5,463909.5
131.650840,-25.930174,636.8,-133.481,6.00,8191.9,463446.8
131.631511,-25.998194,667.4,-128.019,6.00,628.4,461515.1
131.622041,-25.998604,660.9,-128.863,6.00,582.8,460568.7
131.611751,-25.998784,659.4,-128.683,6.00,562.8,459540.3
131.601861,-25.998784,658.1,-129.006,6.00,562.8,458551.9
131.591991,-25.998784,656.3,-128.664,6.00,562.8,457565.5
131.582262,-25.998815,655.9,-128.181,6.00,559.4,456593.2
131.571682,-25.998805,655.0,-127.953,6.00,560.5,455535.9
131.562062,-25.998515,654.2,-127.883,6.00,592.7,454574.5
131.551932,-25.998705,653.1,-127.462,6.00,571.6,453562.1
131.541802,-25.998935,652.2,-127.264,6.00,546.0,452549.7
131.532002,-25.998675,654.3,-127.152,6.00,574.9,451570.4
131.522202,-25.998405,664.3,-125.821,6.00,605.0,450591.0
131.511592,-25.998505,658.8,-126.139,6.00,593.8,449530.6
131.500982,-25.998555,656.4,-127.019,6.00,588.3,448470.3
131.490382,-25.998955,659.5,-127.571,6.00,543.8,447410.9
131.480222,-25.998825,668.4,-128.253,6.00,558.2,446395.6
131.472292,-25.998976,669.5,-128.735,6.00,541.5,445603.1
131.462992,-25.997906,662.0,-128.482,6.00,660.4,444673.6
131.453683,-25.998116,655.2,-128.579,6.00,637.1,443743.3
131.443373,-25.997966,651.7,-128.505,6.00,653.8,442712.9
131.433683,-25.998306,651.6,-128.422,6.00,616.0,441744.5
131.423993,-25.998636,650.2,-128.325,6.00,579.3,440776.1
131.413783,-25.998586,650.7,-128.310,6.00,584.8,439755.8
131.408633,-25.998406,649.4,-127.849,6.00,604.8,439241.1
131.403783,-25.998886,650.5,-128.212,6.00,551.5,438756.4
131.393643,-25.998046,654.8,-128.175,6.00,644.9,437743.0
131.383773,-25.998846,662.4,-127.986,6.00,555.9,436756.6
131.373253,-25.989896,648.2,-130.858,6.00,1551.1,435705.3
131.373573,-25.980896,644.1,-132.434,6.00,2551.9,435737.3
131.373883,-25.971936,638.5,-133.251,6.00,3548.2,435768.2
131.374883,-25.962966,636.1,-134.523,6.00,4545.6,435868.2
131.374653,-25.953596,635.0,-135.538,6.00,5587.5,435845.2
131.374593,-25.944896,632.4,-136.129,6.00,6554.9,435839.2
131.376062,-25.935156,640.6,-136.638,6.00,7637.9,435986.0
131.376162,-25.926336,638.1,-136.859,6.00,8618.7,435996.0
131.376262,-25.917436,639.7,-137.543,6.00,9608.3,436006.0
131.376242,-25.908986,639.4,-137.726,6.00,10547.9,436004.0
131.376472,-25.900106,639.8,-138.204,6.00,11535.3,436027.0
131.376712,-25.891216,640.2,-138.289,6.00,12523.8,436051.0
131.378522,-25.881076,638.5,-138.580,6.00,13651.3,436231.9
131.378692,-25.872236,636.6,-138.944,6.00,14634.3,436248.8
131.378862,-25.863406,634.4,-139.565,6.00,15616.2,436265.8
131.379662,-25.854076,627.6,-140.471,6.00,16653.6,436345.8
131.379271,-25.844756,622.1,-141.151,6.00,17689.9,436306.7
131.379481,-25.836306,623.0,-142.490,6.00,18629.5,436327.7
131.379681,-25.827826,621.7,-143.427,6.00,19572.5,436347.7
131.380991,-25.818116,617.2,-144.834,6.00,20652.2,436478.6
131.381221,-25.807926,613.1,-145.872,6.00,21785.2,436501.6
131.380851,-25.800036,614.5,-146.188,6.00,22662.6,436464.6
131.381741,-25.791585,611.1,-145.893,6.00,23602.3,436553.6
131.381311,-25.782565,609.1,-144.824,6.00,24605.3,436510.6
131.381131,-25.773535,603.8,-142.898,6.00,25609.4,436492.6
131.381951,-25.764505,598.0,-141.263,6.00,26613.4,436574.5
131.382920,-25.758395,603.4,-140.333,6.00,27292.8,436671.4
131.493410,-25.807135,607.3,-136.323,6.00,21873.2,447713.5
131.501540,-25.813374,595.6,-138.149,6.00,21179.5,448526.0
131.508710,-25.817884,594.4,-138.264,6.00,20678.0,449242.6
131.517790,-25.820644,595.0,-138.016,6.00,20371.1,450150.0
131.525990,-25.825434,597.4,-138.568,6.00,19838.4,450969.5
131.534190,-25.830304,600.1,-137.498,6.00,19296.9,451789.0
131.542190,-25.835994,602.4,-136.859,6.00,18664.2,452588.5
131.550010,-25.840584,604.1,-134.420,6.00,18153.8,453370.0
131.557400,-25.846854,606.5,-134.294,6.00,17456.7,454108.6
131.564080,-25.853224,608.3,-133.570,6.00,16748.3,454776.2
131.570750,-25.859584,611.7,-133.256,6.00,16041.1,455442.8
131.576000,-25.867214,614.2,-132.713,6.00,15192.7,455967.4
131.580780,-25.874434,619.2,-131.486,6.00,14389.9,456445.1
131.585960,-25.876354,619.7,-129.690,6.00,14176.4,456962.8
131.578330,-25.882474,620.5,-132.755,6.00,13495.9,456200.3
131.571300,-25.888824,621.5,-133.785,6.00,12789.8,455497.7
131.564721,-25.894974,622.0,-131.660,6.00,12106.0,454840.2
131.561591,-25.903244,626.5,-132.584,6.00,11186.4,454527.4
131.570371,-25.903664,626.2,-134.403,6.00,11139.7,455404.9
131.580700,-25.902864,627.7,-134.260,6.00,11228.6,456437.1
131.590550,-25.902534,627.9,-132.911,6.00,11265.3,457421.5
131.600390,-25.902194,627.4,-132.159,6.00,11303.1,458404.9
131.610800,-25.901694,629.9,-132.091,6.00,11358.7,459445.3
131.620410,-25.903774,634.7,-131.887,6.00,11127.4,460405.7
131.630130,-25.905224,633.8,-132.375,6.00,10966.2,461377.1
131.639990,-25.906214,631.5,-132.796,6.00,10856.1,462362.5
131.649210,-25.906524,626.0,-133.312,6.00,10821.7,463283.9
131.659890,-25.908313,621.9,-134.502,6.00,10622.7,464351.2
131.551791,-25.905924,625.0,-132.843,6.00,10888.4,453548.0
131.543621,-25.910635,625.5,-131.566,6.00,10364.5,452731.5
131.535451,-25.915345,626.3,-131.020,6.00,9840.8,451915.0
131.526871,-25.920405,625.2,-129.734,6.00,9278.2,451057.6
131.518811,-25.925215,627.0,-129.657,6.00,8743.3,450252.1
131.510901,-25.930655,627.8,-129.540,6.00,8138.4,449461.6
131.502981,-25.936355,626.7,-129.716,6.00,7504.6,448670.0
131.495042,-25.942065,630.7,-129.357,6.00,6869.7,447876.6
131.487102,-25.947295,636.6,-128.472,6.00,6288.1,447083.1
131.479222,-25.952065,636.1,-128.508,6.00,5757.7,446295.6
131.468772,-25.954055,642.0,-129.083,6.00,5536.4,445251.3
131.459302,-25.956035,645.0,-129.456,6.00,5316.3,444304.9
131.450052,-25.954806,644.2,-129.842,6.00,5452.9,443380.4
131.440802,-25.953586,645.0,-130.113,6.00,5588.6,442456.0
131.435212,-25.947846,644.5,-130.137,6.00,6226.9,441897.3
131.435502,-25.939606,649.6,-130.756,6.00,7143.1,441926.3
131.434652,-25.931056,661.4,-131.462,6.00,8093.8,441841.4
131.433792,-25.922536,665.9,-132.115,6.00,9041.2,441755.4
131.432942,-25.914016,666.1,-132.964,6.00,9988.6,441670.5
131.429422,-25.956756,643.4,-129.538,6.00,5236.1,441318.7
131.430792,-25.964416,645.8,-129.938,6.00,4384.4,441455.6
131.437092,-25.968516,647.0,-129.326,6.00,3928.5,442085.2
131.444512,-25.962306,646.2,-129.707,6.00,4619.0,442826.8
131.442802,-25.970576,647.4,-129.711,6.00,3699.4,442655.9
131.440942,-25.978066,648.2,-129.348,6.00,2866.5,442470.0
131.434463,-25.985046,648.1,-130.000,6.00,2090.4,441822.5
131.424963,-25.989406,647.3,-129.879,6.00,1605.6,440873.1
131.416933,-25.992796,648.8,-129.679,6.00,1228.6,440070.6
131.407863,-25.998656,648.4,-128.055,6.00,577.0,439164.1
131.787615,-25.584461,529.9,-123.074,6.00,46633.4,477115.8
131.777315,-25.583881,533.2,-120.804,6.00,46697.9,476086.5
131.766496,-25.583131,529.5,-119.185,6.00,46781.3,475005.2
131.757596,-25.583171,529.8,-118.199,6.00,46776.9,474115.8
131.747256,-25.583321,535.2,-118.462,6.00,46760.2,473082.4
131.736926,-25.583461,533.7,-117.999,6.00,46744.6,472050.1
131.727556,-25.583342,529.0,-117.797,6.00,46757.9,471113.6
131.718136,-25.582922,531.5,-117.518,6.00,46804.6,470172.2
131.708326,-25.582382,532.3,-117.687,6.00,46864.6,469191.8
131.705076,-25.582912,534.9,-118.960,6.00,46805.7,468867.0
131.999895,-25.710800,544.6,-136.491,6.00,32585.2,498330.7
131.996295,-25.728580,549.3,-132.811,6.00,30608.1,497970.9
130.637466,-25.741422,675.3,-117.390,6.00,29180.2,362172.2
131.228213,-25.860437,605.7,-136.306,6.00,15946.3,421210.3
130.931404,-25.725659,626.2,-127.805,6.00,30932.9,391547.7
131.223024,-25.998518,631.0,-129.494,6.00,592.4,420691.7
131.373593,-25.998576,653.7,-129.247,6.00,585.9,435739.3
130.492095,-25.555042,628.0,-94.671,6.00,49904.7,347644.1
130.501675,-25.555982,628.1,-95.633,6.00,49800.1,348601.5
130.507725,-25.560642,634.5,-95.503,6.00,49282.0,349206.1
130.515675,-25.564892,633.2,-97.253,6.00,48809.4,350000.6
130.521935,-25.571122,626.8,-98.829,6.00,48116.7,350626.2
130.528215,-25.577522,633.6,-98.474,6.00,47405.0,351253.8
130.535215,-25.584402,637.3,-97.462,6.00,46640.0,351953.4
130.543725,-25.588562,635.3,-97.494,6.00,46177.4,352803.9
130.550495,-25.593082,640.1,-97.013,6.00,45674.8,353480.4
130.558635,-25.597332,641.4,-97.061,6.00,45202.2,354293.9
130.567585,-25.601232,644.9,-97.047,6.00,44768.6,355188.4
130.573195,-25.607742,649.9,-96.977,6.00,44044.7,355749.0
130.577845,-25.615502,647.7,-97.077,6.00,43181.8,356213.7
130.583175,-25.624412,645.7,-98.903,6.00,42191.1,356746.4
130.589975,-25.629712,647.3,-102.737,6.00,41601.7,357426.0
130.598235,-25.631762,648.8,-103.242,6.00,41373.8,358251.5
130.607365,-25.634692,648.9,-103.678,6.00,41048.0,359163.9
130.611305,-25.641082,648.6,-105.070,6.00,40337.5,359557.7
130.616845,-25.648112,654.1,-106.664,6.00,39555.8,360111.3
130.622545,-25.655532,660.5,-107.885,6.00,38730.7,360681.0
130.624615,-25.662772,665.7,-108.027,6.00,37925.6,360887.9
130.628795,-25.670482,668.0,-110.126,6.00,37068.3,361305.6
130.632985,-25.678192,672.2,-111.917,6.00,36211.0,361724.3
130.632355,-25.686482,671.7,-111.926,6.00,35289.2,361661.4
130.634586,-25.694642,665.0,-112.903,6.00,34381.9,361884.3
130.636836,-25.702802,669.0,-113.881,6.00,33474.5,362109.2
130.639066,-25.710972,663.8,-114.555,6.00,32566.0,362332.1
130.640166,-25.719452,667.0,-115.454,6.00,31623.1,362442.0
130.641276,-25.727932,669.7,-115.996,6.00,30680.2,362552.9
130.642376,-25.736422,673.0,-116.890,6.00,29736.1,362662.9
130.848618,-26.035621,690.9,-121.906,6.00,-3533.3,383274.3
130.848578,-26.026941,691.2,-122.045,6.00,-2568.1,383270.3
130.849567,-26.018501,686.9,-121.904,6.00,-1629.6,383369.1
130.855157,-26.010161,679.2,-124.429,6.00,-702.3,383927.8
130.858387,-26.002211,684.6,-125.340,6.00,181.7,384250.6
130.862187,-25.993761,696.3,-125.033,6.00,1121.3,384630.3
