# VFSA 2D iteration best - 2026-09-14 16:42:49
# chains=2  n_ctrl=250  frac_update_controls=1.0  temp_kappa=1.0  cool_ratio=0.001  target_rms=0.1  n_trials=1
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
 Chain     Iter         Temp       Chi2Curr        dChi2      RMSCurr     CurrRMS     Chi2Best     RMSBest   Nacc Model
     2      121       0.1252       604.6311       0.0000      1.20850     1.20850     570.6232     1.17402      0 -
     2      122       0.1231       609.4757       4.8446      1.21333     1.21333     570.6232     1.17402      1 chain_02/itr_00122_trial_01.rho
     2      123        0.121       609.4757       0.0000      1.21333     1.21333     570.6232     1.17402      0 -
     2      124       0.1189       629.6546      20.1790      1.23325     1.23325     570.6232     1.17402      1 chain_02/itr_00124_trial_01.rho
     2      125       0.1169       637.6832       8.0286      1.24109     1.24109     570.6232     1.17402      1 chain_02/itr_00125_trial_01.rho
     2      126       0.1149       637.6832       0.0000      1.24109     1.24109     570.6232     1.17402      0 -
     2      127       0.1129       650.7311      13.0479      1.25372     1.25372     570.6232     1.17402      1 chain_02/itr_00127_trial_01.rho
     2      128       0.1109       650.7311       0.0000      1.25372     1.25372     570.6232     1.17402      0 -
     2      129        0.109       655.4425       4.7114      1.25825     1.25825     570.6232     1.17402      1 chain_02/itr_00129_trial_01.rho
     2      130       0.1072       639.6929     -15.7496      1.24304     1.24304     570.6232     1.17402      1 chain_02/itr_00130_trial_01.rho
     2      131       0.1053       617.9825     -21.7104      1.22177     1.22177     570.6232     1.17402      1 chain_02/itr_00131_trial_01.rho
     2      132       0.1035       626.5158       8.5333      1.23017     1.23017     570.6232     1.17402      1 chain_02/itr_00132_trial_01.rho
     2      133       0.1017       628.7378       2.2220      1.23235     1.23235     570.6232     1.17402      1 chain_02/itr_00133_trial_01.rho
     2      134          0.1       626.3708      -2.3669      1.23003     1.23003     570.6232     1.17402      1 chain_02/itr_00134_trial_01.rho
     2      135      0.09828       620.4887      -5.8821      1.22424     1.22424     570.6232     1.17402      1 chain_02/itr_00135_trial_01.rho
     2      136       0.0966       616.9599      -3.5288      1.22075     1.22075     570.6232     1.17402      1 chain_02/itr_00136_trial_01.rho
     2      137      0.09494       617.9426       0.9826      1.22173     1.22173     570.6232     1.17402      1 chain_02/itr_00137_trial_01.rho
     2      138      0.09331       613.6711      -4.2715      1.21750     1.21750     570.6232     1.17402      1 chain_02/itr_00138_trial_01.rho
     2      139      0.09171       612.2024      -1.4687      1.21604     1.21604     570.6232     1.17402      1 chain_02/itr_00139_trial_01.rho
     2      140      0.09013       623.1100      10.9077      1.22682     1.22682     570.6232     1.17402      1 chain_02/itr_00140_trial_01.rho
     2      141      0.08859       608.3906     -14.7194      1.21225     1.21225     570.6232     1.17402      1 chain_02/itr_00141_trial_01.rho
     2      142      0.08707       602.5741      -5.8165      1.20644     1.20644     570.6232     1.17402      1 chain_02/itr_00142_trial_01.rho
     2      143      0.08557       610.8332       8.2591      1.21468     1.21468     570.6232     1.17402      1 chain_02/itr_00143_trial_01.rho
     2      144       0.0841       617.9101       7.0768      1.22169     1.22169     570.6232     1.17402      1 chain_02/itr_00144_trial_01.rho
     2      145      0.08266       610.6533      -7.2568      1.21450     1.21450     570.6232     1.17402      1 chain_02/itr_00145_trial_01.rho
     2      146      0.08124       600.0120     -10.6413      1.20387     1.20387     570.6232     1.17402      1 chain_02/itr_00146_trial_01.rho
     2      147      0.07985       602.0855       2.0735      1.20595     1.20595     570.6232     1.17402      1 chain_02/itr_00147_trial_01.rho
     2      148      0.07848       611.5260       9.4405      1.21537     1.21537     570.6232     1.17402      1 chain_02/itr_00148_trial_01.rho
     2      149      0.07713       606.8896      -4.6364      1.21075     1.21075     570.6232     1.17402      1 chain_02/itr_00149_trial_01.rho
     2      150      0.07581       615.4046       8.5150      1.21921     1.21921     570.6232     1.17402      1 chain_02/itr_00150_trial_01.rho
     2      151       0.0745       623.7220       8.3174      1.22743     1.22743     570.6232     1.17402      1 chain_02/itr_00151_trial_01.rho
     2      152      0.07323       632.5257       8.8037      1.23606     1.23606     570.6232     1.17402      1 chain_02/itr_00152_trial_01.rho
     2      153      0.07197       634.5700       2.0443      1.23805     1.23805     570.6232     1.17402      1 chain_02/itr_00153_trial_01.rho
     2      154      0.07073       635.7339       1.1639      1.23919     1.23919     570.6232     1.17402      1 chain_02/itr_00154_trial_01.rho
     2      155      0.06952       638.1906       2.4567      1.24158     1.24158     570.6232     1.17402      1 chain_02/itr_00155_trial_01.rho
     2      156      0.06833       638.1906       0.0000      1.24158     1.24158     570.6232     1.17402      0 -
     2      157      0.06715       649.8210      11.6304      1.25284     1.25284     570.6232     1.17402      1 chain_02/itr_00157_trial_01.rho
     2      158        0.066       644.7341      -5.0870      1.24793     1.24793     570.6232     1.17402      1 chain_02/itr_00158_trial_01.rho
     2      159      0.06487       658.0743      13.3402      1.26077     1.26077     570.6232     1.17402      1 chain_02/itr_00159_trial_01.rho
     2      160      0.06375       658.0743       0.0000      1.26077     1.26077     570.6232     1.17402      0 -
     2      161      0.06266       660.4029       2.3286      1.26300     1.26300     570.6232     1.17402      1 chain_02/itr_00161_trial_01.rho
     2      162      0.06158       663.1359       2.7330      1.26561     1.26561     570.6232     1.17402      1 chain_02/itr_00162_trial_01.rho
     2      163      0.06053       672.3976       9.2617      1.27442     1.27442     570.6232     1.17402      1 chain_02/itr_00163_trial_01.rho
     2      164      0.05949       667.9381      -4.4595      1.27019     1.27019     570.6232     1.17402      1 chain_02/itr_00164_trial_01.rho
     2      165      0.05847       644.5894     -23.3487      1.24779     1.24779     570.6232     1.17402      1 chain_02/itr_00165_trial_01.rho
     2      166      0.05746       655.2273      10.6379      1.25804     1.25804     570.6232     1.17402      1 chain_02/itr_00166_trial_01.rho
     2      167      0.05648       650.5363      -4.6910      1.25353     1.25353     570.6232     1.17402      1 chain_02/itr_00167_trial_01.rho
     2      168      0.05551       650.5363       0.0000      1.25353     1.25353     570.6232     1.17402      0 -
     2      169      0.05456       643.2933      -7.2430      1.24653     1.24653     570.6232     1.17402      1 chain_02/itr_00169_trial_01.rho
     2      170      0.05362       650.5390       7.2457      1.25354     1.25354     570.6232     1.17402      1 chain_02/itr_00170_trial_01.rho
     2      171       0.0527       645.0479      -5.4911      1.24823     1.24823     570.6232     1.17402      1 chain_02/itr_00171_trial_01.rho
     2      172      0.05179       655.6316      10.5836      1.25843     1.25843     570.6232     1.17402      1 chain_02/itr_00172_trial_01.rho
     2      173      0.05091       650.1800      -5.4516      1.25319     1.25319     570.6232     1.17402      1 chain_02/itr_00173_trial_01.rho
     2      174      0.05003       637.3076     -12.8724      1.24072     1.24072     570.6232     1.17402      1 chain_02/itr_00174_trial_01.rho
     2      175      0.04917       629.8199      -7.4877      1.23341     1.23341     570.6232     1.17402      1 chain_02/itr_00175_trial_01.rho
     2      176      0.04833       629.8199       0.0000      1.23341     1.23341     570.6232     1.17402      0 -
     2      177       0.0475       623.1965      -6.6234      1.22691     1.22691     570.6232     1.17402      1 chain_02/itr_00177_trial_01.rho
     2      178      0.04668       615.1997      -7.9968      1.21901     1.21901     570.6232     1.17402      1 chain_02/itr_00178_trial_01.rho
     2      179      0.04588       627.2525      12.0528      1.23090     1.23090     570.6232     1.17402      1 chain_02/itr_00179_trial_01.rho
     2      180       0.0451       632.8664       5.6139      1.23639     1.23639     570.6232     1.17402      1 chain_02/itr_00180_trial_01.rho
     2      181      0.04432       623.7402      -9.1262      1.22744     1.22744     570.6232     1.17402      1 chain_02/itr_00181_trial_01.rho
     2      182      0.04356       623.2849      -0.4552      1.22700     1.22700     570.6232     1.17402      1 chain_02/itr_00182_trial_01.rho
     2      183      0.04281       634.3969      11.1119      1.23789     1.23789     570.6232     1.17402      1 chain_02/itr_00183_trial_01.rho
     2      184      0.04208       642.0915       7.6947      1.24537     1.24537     570.6232     1.17402      1 chain_02/itr_00184_trial_01.rho
     2      185      0.04136       640.8655      -1.2260      1.24418     1.24418     570.6232     1.17402      1 chain_02/itr_00185_trial_01.rho
     2      186      0.04065       636.1562      -4.7093      1.23960     1.23960     570.6232     1.17402      1 chain_02/itr_00186_trial_01.rho
     2      187      0.03995       633.8021      -2.3540      1.23730     1.23730     570.6232     1.17402      1 chain_02/itr_00187_trial_01.rho
     2      188      0.03926       633.1626      -0.6395      1.23668     1.23668     570.6232     1.17402      1 chain_02/itr_00188_trial_01.rho
     2      189      0.03859       622.7973     -10.3654      1.22652     1.22652     570.6232     1.17402      1 chain_02/itr_00189_trial_01.rho
     2      190      0.03793       627.1860       4.3887      1.23083     1.23083     570.6232     1.17402      1 chain_02/itr_00190_trial_01.rho
     2      191      0.03728       632.6425       5.4566      1.23617     1.23617     570.6232     1.17402      1 chain_02/itr_00191_trial_01.rho
     2      192      0.03664       628.3073      -4.3352      1.23193     1.23193     570.6232     1.17402      1 chain_02/itr_00192_trial_01.rho
     2      193      0.03601       627.2838      -1.0236      1.23093     1.23093     570.6232     1.17402      1 chain_02/itr_00193_trial_01.rho
     2      194      0.03539       626.7279      -0.5558      1.23038     1.23038     570.6232     1.17402      1 chain_02/itr_00194_trial_01.rho
     2      195      0.03478       615.7791     -10.9488      1.21959     1.21959     570.6232     1.17402      1 chain_02/itr_00195_trial_01.rho
     2      196      0.03418       615.7791       0.0000      1.21959     1.21959     570.6232     1.17402      0 -
     2      197       0.0336       618.6389       2.8597      1.22241     1.22241     570.6232     1.17402      1 chain_02/itr_00197_trial_01.rho
     2      198      0.03302       625.6200       6.9811      1.22929     1.22929     570.6232     1.17402      1 chain_02/itr_00198_trial_01.rho
     2      199      0.03245       629.9177       4.2977      1.23351     1.23351     570.6232     1.17402      1 chain_02/itr_00199_trial_01.rho
     2      200       0.0319       621.8428      -8.0749      1.22558     1.22558     570.6232     1.17402      1 chain_02/itr_00200_trial_01.rho
     2      201      0.03135       621.8428       0.0000      1.22558     1.22558     570.6232     1.17402      0 -
     2      202      0.03081       625.8456       4.0028      1.22951     1.22951     570.6232     1.17402      1 chain_02/itr_00202_trial_01.rho
     2      203      0.03028       625.5976      -0.2480      1.22927     1.22927     570.6232     1.17402      1 chain_02/itr_00203_trial_01.rho
     2      204      0.02976       614.9615     -10.6362      1.21878     1.21878     570.6232     1.17402      1 chain_02/itr_00204_trial_01.rho
     2      205      0.02925       619.3367       4.3753      1.22310     1.22310     570.6232     1.17402      1 chain_02/itr_00205_trial_01.rho
     2      206      0.02875       619.3367       0.0000      1.22310     1.22310     570.6232     1.17402      0 -
     2      207      0.02826       618.3063      -1.0304      1.22209     1.22209     570.6232     1.17402      1 chain_02/itr_00207_trial_01.rho
     2      208      0.02777       617.6284      -0.6779      1.22142     1.22142     570.6232     1.17402      1 chain_02/itr_00208_trial_01.rho
     2      209       0.0273       613.8551      -3.7733      1.21768     1.21768     570.6232     1.17402      1 chain_02/itr_00209_trial_01.rho
     2      210      0.02683       613.8551       0.0000      1.21768     1.21768     570.6232     1.17402      0 -
     2      211      0.02637       607.6268      -6.2283      1.21149     1.21149     570.6232     1.17402      1 chain_02/itr_00211_trial_01.rho
     2      212      0.02591       613.2014       5.5746      1.21703     1.21703     570.6232     1.17402      1 chain_02/itr_00212_trial_01.rho
     2      213      0.02547       620.8982       7.6968      1.22464     1.22464     570.6232     1.17402      1 chain_02/itr_00213_trial_01.rho
     2      214      0.02503       620.8982       0.0000      1.22464     1.22464     570.6232     1.17402      0 -
     2      215       0.0246       622.6028       1.7046      1.22632     1.22632     570.6232     1.17402      1 chain_02/itr_00215_trial_01.rho
     2      216      0.02418       628.6830       6.0802      1.23230     1.23230     570.6232     1.17402      1 chain_02/itr_00216_trial_01.rho
     2      217      0.02377       625.4856      -3.1973      1.22916     1.22916     570.6232     1.17402      1 chain_02/itr_00217_trial_01.rho
     2      218      0.02336       623.1863      -2.2993      1.22690     1.22690     570.6232     1.17402      1 chain_02/itr_00218_trial_01.rho
     2      219      0.02296       622.5015      -0.6849      1.22622     1.22622     570.6232     1.17402      1 chain_02/itr_00219_trial_01.rho
