# VFSA 2D iteration best - 2026-09-14 19:52:02
# chains=2  n_ctrl=250  frac_update_controls=1.0  temp_kappa=1.0  cool_ratio=0.001  target_rms=1.0  n_trials=1
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
 Chain     Iter         Temp       Chi2Curr        dChi2      RMSCurr     CurrRMS     Chi2Best     RMSBest   Nacc Model
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
     2        1            1     16626.8943    -909.4868      4.44904     4.44904   16626.8943     4.44904      1 chain_02/itr_00001_trial_01.rho
     2        2       0.9828     18397.1607    1770.2664      4.67989     4.67989   16626.8943     4.44904      1 chain_02/itr_00002_trial_01.rho
     2        3        0.966     18944.3966     547.2359      4.74898     4.74898   16626.8943     4.44904      1 chain_02/itr_00003_trial_01.rho
     2        4       0.9494     19597.1578     652.7612      4.83011     4.83011   16626.8943     4.44904      1 chain_02/itr_00004_trial_01.rho
     2        5       0.9331     19215.0638    -382.0940      4.78279     4.78279   16626.8943     4.44904      1 chain_02/itr_00005_trial_01.rho
     2        6       0.9171     18331.0812    -883.9826      4.67148     4.67148   16626.8943     4.44904      1 chain_02/itr_00006_trial_01.rho
     2        7       0.9013     19180.9425     849.8614      4.77854     4.77854   16626.8943     4.44904      1 chain_02/itr_00007_trial_01.rho
     2        8       0.8859     19349.1646     168.2221      4.79945     4.79945   16626.8943     4.44904      1 chain_02/itr_00008_trial_01.rho
     2        9       0.8707     21314.8589    1965.6943      5.03734     5.03734   16626.8943     4.44904      1 chain_02/itr_00009_trial_01.rho
     2       10       0.8557     23584.0230    2269.1641      5.29870     5.29870   16626.8943     4.44904      1 chain_02/itr_00010_trial_01.rho
     2       11        0.841     22952.2015    -631.8215      5.22724     5.22724   16626.8943     4.44904      1 chain_02/itr_00011_trial_01.rho
     2       12       0.8266     23772.2272     820.0257      5.31980     5.31980   16626.8943     4.44904      1 chain_02/itr_00012_trial_01.rho
     2       13       0.8124     25248.3313    1476.1041      5.48248     5.48248   16626.8943     4.44904      1 chain_02/itr_00013_trial_01.rho
     2       14       0.7985     25926.3229     677.9916      5.55560     5.55560   16626.8943     4.44904      1 chain_02/itr_00014_trial_01.rho
     2       15       0.7848     24224.7262   -1701.5967      5.37019     5.37019   16626.8943     4.44904      1 chain_02/itr_00015_trial_01.rho
     2       16       0.7713     22626.3758   -1598.3504      5.19001     5.19001   16626.8943     4.44904      1 chain_02/itr_00016_trial_01.rho
     2       17       0.7581     22955.7612     329.3854      5.22765     5.22765   16626.8943     4.44904      1 chain_02/itr_00017_trial_01.rho
     2       18        0.745     23409.5089     453.7478      5.27906     5.27906   16626.8943     4.44904      1 chain_02/itr_00018_trial_01.rho
     2       19       0.7323     25316.3636    1906.8547      5.48986     5.48986   16626.8943     4.44904      1 chain_02/itr_00019_trial_01.rho
     2       20       0.7197     25747.9939     431.6303      5.53646     5.53646   16626.8943     4.44904      1 chain_02/itr_00020_trial_01.rho
