# VFSA 2D iteration best - 2026-09-15 00:31:52
# chains=2  n_ctrl=250  frac_update_controls=1.0  temp_kappa=1.0  cool_ratio=0.001  target_rms=1.0  n_trials=1
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
 Chain     Iter         Temp       Chi2Curr        dChi2      RMSCurr     CurrRMS     Chi2Best     RMSBest   Nacc Model
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
     2        1            1     17480.4608    -471.8915      4.56181     4.56181   17480.4608     4.56181      1 chain_02/itr_00001_trial_01.rho
     2        2       0.9914     19432.5988    1952.1381      4.80979     4.80979   17480.4608     4.56181      1 chain_02/itr_00002_trial_01.rho
     2        3       0.9829     19777.3992     344.8003      4.85227     4.85227   17480.4608     4.56181      1 chain_02/itr_00003_trial_01.rho
     2        4       0.9744     20303.1544     525.7552      4.91634     4.91634   17480.4608     4.56181      1 chain_02/itr_00004_trial_01.rho
     2        5        0.966     19643.4554    -659.6991      4.83581     4.83581   17480.4608     4.56181      1 chain_02/itr_00005_trial_01.rho
     2        6       0.9577     18958.5040    -684.9514      4.75075     4.75075   17480.4608     4.56181      1 chain_02/itr_00006_trial_01.rho
     2        7       0.9494     19442.4607     483.9567      4.81101     4.81101   17480.4608     4.56181      1 chain_02/itr_00007_trial_01.rho
     2        8       0.9413     19256.7001    -185.7606      4.78797     4.78797   17480.4608     4.56181      1 chain_02/itr_00008_trial_01.rho
     2        9       0.9332     21283.4624    2026.7623      5.03363     5.03363   17480.4608     4.56181      1 chain_02/itr_00009_trial_01.rho
     2       10       0.9251     23523.6734    2240.2110      5.29192     5.29192   17480.4608     4.56181      1 chain_02/itr_00010_trial_01.rho
     2       11       0.9172     23086.8681    -436.8053      5.24255     5.24255   17480.4608     4.56181      1 chain_02/itr_00011_trial_01.rho
     2       12       0.9093     23922.9238     836.0557      5.33663     5.33663   17480.4608     4.56181      1 chain_02/itr_00012_trial_01.rho
     2       13       0.9015     25935.3386    2012.4148      5.55656     5.55656   17480.4608     4.56181      1 chain_02/itr_00013_trial_01.rho
     2       14       0.8937     26361.3530     426.0144      5.60201     5.60201   17480.4608     4.56181      1 chain_02/itr_00014_trial_01.rho
     2       15        0.886     24496.1171   -1865.2359      5.40019     5.40019   17480.4608     4.56181      1 chain_02/itr_00015_trial_01.rho
     2       16       0.8784     22687.5039   -1808.6132      5.19701     5.19701   17480.4608     4.56181      1 chain_02/itr_00016_trial_01.rho
     2       17       0.8708     22986.3395     298.8356      5.23113     5.23113   17480.4608     4.56181      1 chain_02/itr_00017_trial_01.rho
     2       18       0.8633     23773.5600     787.2205      5.31995     5.31995   17480.4608     4.56181      1 chain_02/itr_00018_trial_01.rho
     2       19       0.8559     24692.6487     919.0887      5.42181     5.42181   17480.4608     4.56181      1 chain_02/itr_00019_trial_01.rho
     2       20       0.8485     24969.4935     276.8448      5.45212     5.45212   17480.4608     4.56181      1 chain_02/itr_00020_trial_01.rho
     2       21       0.8412     24738.2089    -231.2846      5.42681     5.42681   17480.4608     4.56181      1 chain_02/itr_00021_trial_01.rho
     2       22        0.834     24304.9562    -433.2527      5.37908     5.37908   17480.4608     4.56181      1 chain_02/itr_00022_trial_01.rho
     2       23       0.8268     27704.0974    3399.1412      5.74291     5.74291   17480.4608     4.56181      1 chain_02/itr_00023_trial_01.rho
     2       24       0.8197     30429.9782    2725.8808      6.01882     6.01882   17480.4608     4.56181      1 chain_02/itr_00024_trial_01.rho
     2       25       0.8126     30955.3271     525.3489      6.07055     6.07055   17480.4608     4.56181      1 chain_02/itr_00025_trial_01.rho
     2       26       0.8056     29379.4377   -1575.8894      5.91401     5.91401   17480.4608     4.56181      1 chain_02/itr_00026_trial_01.rho
     2       27       0.7987     29273.8109    -105.6268      5.90337     5.90337   17480.4608     4.56181      1 chain_02/itr_00027_trial_01.rho
     2       28       0.7918     29296.7424      22.9315      5.90568     5.90568   17480.4608     4.56181      1 chain_02/itr_00028_trial_01.rho
     2       29        0.785     29257.3424     -39.4000      5.90171     5.90171   17480.4608     4.56181      1 chain_02/itr_00029_trial_01.rho
     2       30       0.7782     29059.4538    -197.8886      5.88172     5.88172   17480.4608     4.56181      1 chain_02/itr_00030_trial_01.rho
     2       31       0.7715     27721.3779   -1338.0759      5.74471     5.74471   17480.4608     4.56181      1 chain_02/itr_00031_trial_01.rho
     2       32       0.7649     25634.3337   -2087.0442      5.52423     5.52423   17480.4608     4.56181      1 chain_02/itr_00032_trial_01.rho
     2       33       0.7583     27049.5770    1415.2434      5.67467     5.67467   17480.4608     4.56181      1 chain_02/itr_00033_trial_01.rho
     2       34       0.7518     28305.3082    1255.7312      5.80489     5.80489   17480.4608     4.56181      1 chain_02/itr_00034_trial_01.rho
