# VFSA 2D iteration best - 2026-09-15 00:29:55
# chains=2  n_ctrl=250  frac_update_controls=1.0  temp_kappa=1.0  cool_ratio=0.001  target_rms=1.0  n_trials=1
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
 Chain     Iter         Temp       Chi2Curr        dChi2      RMSCurr     CurrRMS     Chi2Best     RMSBest   Nacc Model
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
     1        1            1     17411.3631    -540.9892      4.55278     4.55278   17411.3631     4.55278      1 chain_01/itr_00001_trial_01.rho
     1        2       0.9914     15698.1518   -1713.2113      4.32299     4.32299   15698.1518     4.32299      1 chain_01/itr_00002_trial_01.rho
     1        3       0.9829     16340.8218     642.6700      4.41060     4.41060   15698.1518     4.32299      1 chain_01/itr_00003_trial_01.rho
     1        4       0.9744     16386.7756      45.9538      4.41679     4.41679   15698.1518     4.32299      1 chain_01/itr_00004_trial_01.rho
     1        5        0.966     17060.7270     673.9514      4.50670     4.50670   15698.1518     4.32299      1 chain_01/itr_00005_trial_01.rho
     1        6       0.9577     17218.1053     157.3783      4.52744     4.52744   15698.1518     4.32299      1 chain_01/itr_00006_trial_01.rho
     1        7       0.9494     16819.6439    -398.4614      4.47475     4.47475   15698.1518     4.32299      1 chain_01/itr_00007_trial_01.rho
     1        8       0.9413     16153.6982    -665.9457      4.38527     4.38527   15698.1518     4.32299      1 chain_01/itr_00008_trial_01.rho
     1        9       0.9332     16825.6056     671.9074      4.47554     4.47554   15698.1518     4.32299      1 chain_01/itr_00009_trial_01.rho
     1       10       0.9251     17274.2524     448.6468      4.53482     4.53482   15698.1518     4.32299      1 chain_01/itr_00010_trial_01.rho
     1       11       0.9172     16659.1264    -615.1261      4.45335     4.45335   15698.1518     4.32299      1 chain_01/itr_00011_trial_01.rho
     1       12       0.9093     16855.5253     196.3989      4.47952     4.47952   15698.1518     4.32299      1 chain_01/itr_00012_trial_01.rho
     1       13       0.9015     15681.5455   -1173.9798      4.32071     4.32071   15681.5455     4.32071      1 chain_01/itr_00013_trial_01.rho
     1       14       0.8937     15589.4633     -92.0822      4.30800     4.30800   15589.4633     4.30800      1 chain_01/itr_00014_trial_01.rho
     1       15        0.886     17464.6321    1875.1689      4.55974     4.55974   15589.4633     4.30800      1 chain_01/itr_00015_trial_01.rho
     1       16       0.8784     17554.6495      90.0173      4.57148     4.57148   15589.4633     4.30800      1 chain_01/itr_00016_trial_01.rho
     1       17       0.8708     18220.5408     665.8913      4.65737     4.65737   15589.4633     4.30800      1 chain_01/itr_00017_trial_01.rho
     1       18       0.8633     17325.0413    -895.4994      4.54148     4.54148   15589.4633     4.30800      1 chain_01/itr_00018_trial_01.rho
     1       19       0.8559     17643.0269     317.9856      4.58297     4.58297   15589.4633     4.30800      1 chain_01/itr_00019_trial_01.rho
     1       20       0.8485     18066.6125     423.5856      4.63766     4.63766   15589.4633     4.30800      1 chain_01/itr_00020_trial_01.rho
     1       21       0.8412     17435.9485    -630.6641      4.55599     4.55599   15589.4633     4.30800      1 chain_01/itr_00021_trial_01.rho
     1       22        0.834     17405.5484     -30.4000      4.55202     4.55202   15589.4633     4.30800      1 chain_01/itr_00022_trial_01.rho
     1       23       0.8268     19024.3161    1618.7677      4.75899     4.75899   15589.4633     4.30800      1 chain_01/itr_00023_trial_01.rho
     1       24       0.8197     19589.1996     564.8835      4.82913     4.82913   15589.4633     4.30800      1 chain_01/itr_00024_trial_01.rho
     1       25       0.8126     18791.4537    -797.7459      4.72978     4.72978   15589.4633     4.30800      1 chain_01/itr_00025_trial_01.rho
     1       26       0.8056     19624.7401     833.2864      4.83351     4.83351   15589.4633     4.30800      1 chain_01/itr_00026_trial_01.rho
     1       27       0.7987     18905.4509    -719.2892      4.74410     4.74410   15589.4633     4.30800      1 chain_01/itr_00027_trial_01.rho
     1       28       0.7918     18661.1003    -244.3506      4.71334     4.71334   15589.4633     4.30800      1 chain_01/itr_00028_trial_01.rho
     1       29        0.785     18974.7116     313.6114      4.75278     4.75278   15589.4633     4.30800      1 chain_01/itr_00029_trial_01.rho
     1       30       0.7782     20431.0196    1456.3079      4.93180     4.93180   15589.4633     4.30800      1 chain_01/itr_00030_trial_01.rho
     1       31       0.7715     21928.4652    1497.4456      5.10934     5.10934   15589.4633     4.30800      1 chain_01/itr_00031_trial_01.rho
     1       32       0.7649     20942.0299    -986.4353      4.99309     4.99309   15589.4633     4.30800      1 chain_01/itr_00032_trial_01.rho
     1       33       0.7583     20715.5722    -226.4577      4.96602     4.96602   15589.4633     4.30800      1 chain_01/itr_00033_trial_01.rho
     1       34       0.7518     21384.7764     669.2042      5.04560     5.04560   15589.4633     4.30800      1 chain_01/itr_00034_trial_01.rho
     1       35       0.7453     20946.3972    -438.3792      4.99361     4.99361   15589.4633     4.30800      1 chain_01/itr_00035_trial_01.rho
     1       36       0.7389     22174.9912    1228.5940      5.13798     5.13798   15589.4633     4.30800      1 chain_01/itr_00036_trial_01.rho
     1       37       0.7325     23587.8674    1412.8762      5.29913     5.29913   15589.4633     4.30800      1 chain_01/itr_00037_trial_01.rho
     1       38       0.7262     23284.2950    -303.5724      5.26492     5.26492   15589.4633     4.30800      1 chain_01/itr_00038_trial_01.rho
     1       39         0.72     23761.9005     477.6055      5.31864     5.31864   15589.4633     4.30800      1 chain_01/itr_00039_trial_01.rho
